Year,Country,Avg_Temperature_degC,CO2_Emissions_tons_per_capita,Sea_Level_Rise_mm,Rainfall_mm,Population,Renewable_Energy_pct,Extreme_Weather_Events,Forest_Area_pct,Decade,Total_CO2_Emissions,Renewable_to_Emission_Ratio,Weather_Risk_Level,Forest_Change_Rate,Temperature_Change,Norm_Temp,Norm_Sea,Norm_Events,Climate_Impact_Score
2016,Brazil,18.5,13.4,1.4,615.0,297280556,46.0,6,15.3,2010,3983559450.4,3.4328332590796573,Faible,-27.999999999999996,-9.600000000000001,0.45150501672240795,0.09999999999999998,0.42857142857142855,0.3266921484312788
2016,Brazil,33.1,10.3,2.3,1933.0,245823381,30.3,8,67.7,2010,2531980824.3,2.941744716752702,Faible,52.400000000000006,14.600000000000001,0.9397993311036789,0.32499999999999996,0.5714285714285714,0.61207596751075
2016,Brazil,17.0,4.9,4.5,1347.0,1221021496,47.4,8,28.8,2010,5983005330.400001,9.67344964602113,Faible,-38.900000000000006,-16.1,0.4013377926421404,0.875,0.5714285714285714,0.6159221213569039
2016,Brazil,26.6,0.7,2.4,1492.0,83325440,12.7,7,38.8,2010,58327808.0,18.142597962886246,Faible,9.999999999999996,9.600000000000001,0.7224080267558528,0.35,0.5,0.5241360089186177
2017,Brazil,7.7,18.2,1.2,1579.0,9355425,27.1,8,61.0,2010,170268735.0,1.4890101708735326,Faible,22.200000000000003,-18.900000000000002,0.0903010033444816,0.04999999999999999,0.5714285714285714,0.23724319159101767
2017,Brazil,23.4,1.4,3.6,2795.0,958819872,13.8,10,22.4,2010,1342347820.8,9.857072449482505,Modéré,-38.6,15.7,0.6153846153846153,0.65,0.7142857142857142,0.6598901098901099
2017,Brazil,8.8,10.8,4.8,2052.0,1256199697,30.8,0,55.5,2010,13566956727.6,2.8518492112507303,Faible,33.1,-14.599999999999998,0.1270903010033445,0.95,0.0,0.3590301003344482
2018,Brazil,30.8,0.6,2.4,2267.0,1247636178,40.4,7,53.6,2010,748581706.8,67.33221112981451,Faible,-1.8999999999999986,22.0,0.862876254180602,0.35,0.5,0.570958751393534
2018,Brazil,16.4,3.0,3.9,2164.0,446630103,9.1,5,19.8,2010,1339890309.0,3.0333232222559254,Faible,-33.8,-14.400000000000002,0.3812709030100334,0.725,0.3571428571428571,0.48780458671763016
2018,Brazil,12.0,12.3,3.8,2832.0,856099723,37.6,3,25.0,2010,10530026592.900002,3.056908083814566,Faible,5.199999999999999,-4.399999999999999,0.2341137123745819,0.7,0.21428571428571427,0.3827998088867654
2018,Brazil,12.5,18.0,4.1,2394.0,32747976,37.3,8,35.8,2010,589463568.0,2.072221070988294,Faible,10.799999999999997,0.5,0.2508361204013378,0.7749999999999999,0.5714285714285714,0.5324215639433031
2018,Brazil,9.8,0.5,1.0,656.0,239135473,20.6,5,51.3,2010,119567736.5,41.199176016479676,Faible,15.5,-2.6999999999999993,0.1605351170568562,0.0,0.3571428571428571,0.17255932473323776
2019,Brazil,21.0,19.8,1.5,1519.0,341217904,34.7,5,63.4,2010,6756114499.2,1.7525243674119357,Faible,12.100000000000001,11.2,0.5351170568561873,0.125,0.3571428571428571,0.3390866379996815
2020,Brazil,26.7,12.2,1.8,762.0,1106863791,46.8,0,69.1,2020,13503738250.199999,3.836062429457025,Faible,5.699999999999996,5.699999999999999,0.725752508361204,0.2,0.0,0.3085841694537346
2020,Brazil,23.8,6.0,3.4,956.0,1246729629,25.9,2,52.2,2020,7480377774.0,4.316659472234213,Faible,-16.89999999999999,-2.8999999999999986,0.6287625418060201,0.6,0.14285714285714285,0.45720656155438766
2020,Brazil,21.0,12.3,3.7,2556.0,1042719729,43.4,10,42.6,2020,12825452666.7,3.5284524158923447,Modéré,-9.600000000000001,-2.8000000000000007,0.5351170568561873,0.675,0.7142857142857142,0.6414675903806338
2020,Brazil,14.1,3.3,2.1,1573.0,1391047250,31.1,5,26.3,2020,4590455925.0,9.424213866018588,Faible,-16.3,-6.9,0.3043478260869565,0.275,0.3571428571428571,0.31216356107660453
2020,Brazil,31.2,14.7,4.1,1020.0,937363773,37.4,1,27.2,2020,13779247463.099998,2.544215956315676,Faible,0.8999999999999986,17.1,0.8762541806020067,0.7749999999999999,0.07142857142857142,0.5742275840101926
2021,Brazil,27.5,14.6,3.2,2320.0,552258722,14.8,9,59.3,2020,8062977341.2,1.0136979358233318,Faible,32.099999999999994,-3.6999999999999993,0.7525083612040133,0.55,0.6428571428571428,0.6484551680203854
2022,Brazil,18.4,9.5,4.6,1691.0,302427829,30.3,12,36.2,2020,2873064375.5,3.1894703268733404,Modéré,-23.099999999999994,-9.100000000000001,0.4481605351170568,0.8999999999999999,0.8571428571428571,0.7351011307533045
2023,Brazil,24.4,14.0,4.3,2042.0,55101132,49.1,14,40.8,2020,771415848.0,3.507140352042606,Modéré,4.599999999999994,6.0,0.648829431438127,0.825,1.0,0.8246098104793756
2023,Brazil,14.3,12.2,1.1,2661.0,743306453,10.1,7,40.0,2020,9068338726.6,0.827868173878546,Faible,-0.7999999999999972,-10.099999999999998,0.3110367892976589,0.025000000000000022,0.5,0.2786789297658863
2000,Canada,23.5,7.0,2.8,2006.0,584732301,46.5,5,39.0,2000,4093126107.0,6.6428476530747815,Faible,,,0.6187290969899665,0.44999999999999996,0.3571428571428571,0.4752906513776079
2000,Canada,14.4,1.2,3.1,527.0,496479467,16.5,14,52.7,2000,595775360.4,13.74988541762152,Modéré,13.700000000000003,-9.1,0.31438127090301005,0.525,1.0,0.6131270903010034
2000,Canada,22.8,9.6,2.5,720.0,248996061,14.4,12,30.5,2000,2390362185.6,1.4999984375016278,Modéré,-22.200000000000003,8.4,0.5953177257525083,0.375,0.8571428571428571,0.6091535276317884
2000,Canada,16.5,17.6,2.2,2279.0,329517333,13.6,3,46.2,2000,5799505060.8,0.7727268336779354,Faible,15.700000000000003,-6.300000000000001,0.3846153846153846,0.30000000000000004,0.21428571428571427,0.2996336996336996
2001,Canada,21.3,12.7,3.3,1944.0,1189649940,21.3,3,26.2,2000,15108554238.0,1.6771640337291076,Faible,-20.000000000000004,4.800000000000001,0.5451505016722408,0.575,0.21428571428571427,0.444812071985985
2001,Canada,21.2,14.9,4.0,1048.0,535387911,32.9,0,67.3,2000,7977279873.900001,2.2080522093609334,Faible,41.099999999999994,-0.10000000000000142,0.5418060200668896,0.75,0.0,0.43060200668896326
2002,Canada,27.3,19.1,2.4,2052.0,66735271,23.9,9,60.0,2000,1274643676.1000001,1.251308245388353,Faible,-7.299999999999997,6.100000000000001,0.745819397993311,0.35,0.6428571428571428,0.5795588469501513
2002,Canada,18.3,11.5,3.5,2538.0,1386998486,21.0,11,12.3,2000,15950482589.0,1.8260853686214187,Modéré,-47.7,-9.0,0.4448160535117057,0.625,0.7857142857142857,0.6185101130753304
2002,Canada,15.8,13.8,4.5,1826.0,614382775,12.6,12,20.3,2000,8478482295.0,0.91304281663564,Modéré,8.0,-2.5,0.3612040133779264,0.875,0.8571428571428571,0.6977822901735945
2002,Canada,12.1,0.9,1.5,2659.0,45925925,42.6,1,17.6,2000,41333332.5,47.33280741325097,Faible,-2.6999999999999993,-3.700000000000001,0.23745819397993306,0.125,0.07142857142857142,0.14462892180283482
2002,Canada,33.7,2.4,3.3,1674.0,1146777310,18.6,5,29.1,2000,2752265544.0,7.749967708467882,Faible,11.5,21.6,0.9598662207357861,0.575,0.3571428571428571,0.6306696926262144
2002,Canada,19.9,10.8,2.0,1969.0,449460600,20.2,13,27.5,2000,4854174480.0,1.8703686385475569,Modéré,-1.6000000000000014,-13.800000000000004,0.4983277591973243,0.25,0.9285714285714285,0.5589663959229175
2002,Canada,21.7,17.3,3.0,1831.0,461516676,14.8,14,68.5,2000,7984238494.8,0.855490834976396,Modéré,41.0,1.8000000000000007,0.5585284280936454,0.5,1.0,0.6861761426978817
2002,Canada,32.0,17.4,3.0,1602.0,1182222401,47.0,11,38.8,2000,20570669777.399998,2.7011478729035217,Modéré,-29.700000000000003,10.3,0.903010033444816,0.5,0.7857142857142857,0.7295747730530339
2003,Canada,11.6,15.2,1.9,2798.0,625984226,31.8,0,58.3,2000,9514960235.199999,2.0921038867737587,Faible,19.5,-20.4,0.22073578595317722,0.22499999999999998,0.0,0.14857859531772574
2004,Canada,10.2,8.4,3.2,941.0,152248022,45.2,14,43.4,2000,1278883384.8,5.380945975064316,Modéré,-14.899999999999999,-1.4000000000000004,0.1739130434782608,0.55,1.0,0.5746376811594203
2004,Canada,15.8,8.0,4.9,2154.0,552912628,35.0,2,65.9,2000,4423301024.0,4.374994531256836,Faible,22.500000000000007,5.600000000000001,0.3612040133779264,0.9750000000000001,0.14285714285714285,0.49302038541168974
2004,Canada,19.2,5.5,1.8,1455.0,60556258,36.8,7,67.7,2000,333059419.0,6.690896925641954,Faible,1.7999999999999972,3.3999999999999986,0.4749163879598661,0.2,0.5,0.39163879598662205
2004,Canada,34.2,0.8,3.6,2744.0,94344322,48.3,6,35.7,2000,75475457.60000001,60.37424532193347,Faible,-32.0,15.000000000000004,0.9765886287625419,0.65,0.42857142857142855,0.6850533524446568
2005,Canada,8.4,11.9,4.7,2189.0,864707568,24.2,2,39.3,2000,10290020059.2,2.033611736460726,Faible,3.5999999999999943,-25.800000000000004,0.11371237458193978,0.925,0.14285714285714285,0.3938565058130275
2005,Canada,19.3,13.0,4.8,1204.0,978026054,38.4,14,12.5,2000,12714338702.0,2.9538438816585524,Modéré,-26.799999999999997,10.9,0.4782608695652174,0.95,1.0,0.8094202898550725
2005,Canada,20.6,3.5,4.1,2838.0,1138205296,25.9,8,62.8,2000,3983718536.0,7.399978857203265,Faible,50.3,1.3000000000000007,0.5217391304347826,0.7749999999999999,0.5714285714285714,0.6227225672877846
2005,Canada,13.2,5.9,3.6,2872.0,1257944094,44.7,4,46.2,2000,7421870154.6,7.576258345324839,Faible,-16.599999999999994,-7.400000000000002,0.27424749163879597,0.65,0.2857142857142857,0.40332059245102725
2005,Canada,9.5,6.3,2.3,2560.0,904452825,8.2,1,69.5,2000,5698052797.5,1.3015852355789912,Faible,23.299999999999997,-3.6999999999999993,0.1505016722408027,0.32499999999999996,0.07142857142857142,0.18231008122312467
2005,Canada,25.9,8.1,3.1,2361.0,393359182,15.8,9,64.8,2000,3186209374.2,1.9506148757841042,Faible,-4.700000000000003,16.4,0.6989966555183945,0.525,0.6428571428571428,0.6222845994585124
2005,Canada,16.4,5.8,3.7,1045.0,700477453,19.2,10,13.6,2000,4062769227.4,3.3103391201049654,Modéré,-51.199999999999996,-9.5,0.3812709030100334,0.675,0.7142857142857142,0.5901855390985825
2006,Canada,31.3,11.2,3.6,1772.0,847822613,40.7,7,20.6,2000,9495613265.599998,3.6339253268523874,Faible,7.000000000000002,14.900000000000002,0.8795986622073578,0.65,0.5,0.6765328874024527
2006,Canada,12.0,9.4,1.2,2249.0,1330161573,30.6,7,67.2,2000,12503518786.2,3.255315685834377,Faible,46.6,-19.3,0.2341137123745819,0.04999999999999999,0.5,0.26137123745819396
2006,Canada,6.6,4.9,2.8,1012.0,459323770,29.8,14,39.0,2000,2250686473.0,6.081620241591344,Modéré,-28.200000000000003,-5.4,0.05351170568561872,0.44999999999999996,1.0,0.5011705685618729
2007,Canada,26.7,14.7,1.4,876.0,475005508,25.1,6,37.0,2000,6982580967.599999,1.7074818316450127,Faible,-2.0,20.1,0.725752508361204,0.09999999999999998,0.42857142857142855,0.41810797897754415
2007,Canada,32.1,5.5,4.0,1388.0,73639916,12.4,12,57.6,2000,405019538.0,2.254541355379354,Modéré,20.6,5.400000000000002,0.9063545150501672,0.75,0.8571428571428571,0.8378324573976749
2008,Canada,5.6,16.7,3.9,2655.0,428691595,17.8,14,39.8,2000,7159149636.5,1.065867625228967,Modéré,-17.800000000000004,-26.5,0.02006688963210701,0.725,1.0,0.5816889632107024
2008,Canada,10.9,10.8,2.9,2957.0,416299975,13.8,14,22.8,2000,4496039730.0,1.2777765946513013,Modéré,-16.999999999999996,5.300000000000001,0.19732441471571904,0.475,1.0,0.5574414715719064
2008,Canada,27.4,13.5,3.9,2999.0,108305812,20.0,8,41.8,2000,1462128462.0,1.4814803840886044,Faible,18.999999999999996,16.5,0.7491638795986622,0.725,0.5714285714285714,0.6818641503424111
2009,Canada,24.1,15.3,3.2,557.0,915322799,49.4,8,43.6,2000,14004438824.7,3.228756059636562,Faible,1.8000000000000043,-3.299999999999997,0.6387959866220736,0.55,0.5714285714285714,0.586741519350215
2010,Canada,5.5,13.7,4.8,2145.0,72556185,44.3,9,52.4,2010,994019734.5,3.233574282062568,Faible,8.799999999999997,-18.6,0.01672240802675584,0.95,0.6428571428571428,0.5365265169612995
2012,Canada,14.0,1.4,2.8,1229.0,1225949571,31.4,14,54.1,2010,1716329399.3999999,22.4284112256341,Modéré,1.7000000000000028,8.5,0.3010033444816053,0.44999999999999996,1.0,0.5836677814938684
2012,Canada,24.2,18.0,3.3,2435.0,240259011,16.0,4,67.6,2010,4324662198.0,0.8888883950620028,Faible,13.499999999999993,10.2,0.6421404682274247,0.575,0.2857142857142857,0.5009515846472367
2012,Canada,11.4,11.6,2.7,1667.0,276284677,24.9,3,64.4,2010,3204902253.2,2.146549873663902,Faible,-3.1999999999999886,-12.799999999999999,0.21404682274247488,0.42500000000000004,0.21428571428571427,0.2844441790093964
2012,Canada,28.5,12.3,4.6,1759.0,232840139,7.7,0,12.9,2010,2863933709.7000003,0.6260157512067064,Faible,-51.50000000000001,17.1,0.785953177257525,0.8999999999999999,0.0,0.561984392419175
2012,Canada,8.8,9.5,2.1,1608.0,1007525728,26.0,4,16.7,2010,9571494416.0,2.736839224379764,Faible,3.799999999999999,-19.7,0.1270903010033445,0.275,0.2857142857142857,0.2292681955725434
2013,Canada,22.6,2.8,4.5,2580.0,531451276,17.7,7,51.9,2010,1488063572.8,6.32140599497859,Faible,35.2,13.8,0.5886287625418061,0.875,0.5,0.6545429208472687
2013,Canada,11.9,18.8,2.0,2442.0,254618460,36.6,10,43.8,2010,4786827048.0,1.946807475102407,Modéré,-8.100000000000001,-10.700000000000001,0.23076923076923078,0.25,0.7142857142857142,0.3983516483516483
2013,Canada,10.7,18.7,4.6,1027.0,1167788803,46.4,3,53.6,2010,21837650616.1,2.481282095571072,Faible,9.800000000000004,-1.200000000000001,0.1906354515050167,0.8999999999999999,0.21428571428571427,0.43497372193024364
2013,Canada,16.6,14.6,1.5,1065.0,956249631,7.4,14,32.5,2010,13961244612.6,0.5068489679116659,Modéré,-21.1,5.900000000000002,0.38795986622073586,0.125,1.0,0.504319955406912
2013,Canada,9.7,19.1,1.8,1438.0,1141561184,16.8,8,24.6,2010,21803818614.4,0.8795806913190097,Faible,-7.899999999999999,-6.900000000000002,0.15719063545150497,0.2,0.5714285714285714,0.3095397356266921
2013,Canada,6.0,14.2,2.5,1641.0,717609187,18.3,0,36.6,2010,10190050455.4,1.2887314868088122,Faible,12.0,-3.6999999999999993,0.03344481605351168,0.375,0.0,0.13614827201783722
2014,Canada,24.8,11.7,1.2,2839.0,1211830133,47.9,5,59.1,2010,14178412556.099998,4.094013594860176,Faible,22.5,18.8,0.6622073578595318,0.04999999999999999,0.3571428571428571,0.35645007166746295
2014,Canada,30.4,10.9,4.1,692.0,778188462,37.2,10,54.7,2010,8482254235.8,3.4128409056505458,Modéré,-4.399999999999999,5.599999999999998,0.8494983277591973,0.7749999999999999,0.7142857142857142,0.7795946806816371
2015,Canada,25.4,4.5,4.6,2286.0,646048990,10.9,11,46.7,2010,2907220455.0,2.4222168395181347,Modéré,-8.0,-5.0,0.6822742474916387,0.8999999999999999,0.7857142857142857,0.7893295110686415
2016,Canada,32.2,2.7,2.8,1179.0,343865425,28.1,3,44.8,2010,928436647.5000001,10.407368861596808,Faible,-1.9000000000000057,6.800000000000004,0.9096989966555183,0.44999999999999996,0.21428571428571427,0.5246615703137442
2016,Canada,9.5,6.2,3.7,744.0,355644712,38.5,1,18.5,2010,2204997214.4,6.209667403762253,Faible,-26.299999999999997,-22.700000000000003,0.1505016722408027,0.675,0.07142857142857142,0.2989767478897914
2016,Canada,27.3,11.1,3.1,2405.0,574525178,41.5,1,54.1,2010,6377229475.8,3.7387353705086754,Faible,35.6,17.8,0.745819397993311,0.525,0.07142857142857142,0.4474159898072942
2016,Canada,31.2,8.4,1.8,2972.0,695971780,27.9,2,36.3,2010,5846162952.0,3.3214246173516457,Faible,-17.800000000000004,3.8999999999999986,0.8762541806020067,0.2,0.14285714285714285,0.4063704411530498
2017,Canada,16.3,2.3,3.4,2458.0,1391480145,17.1,9,63.9,2010,3200404333.4999995,7.434750283694419,Faible,27.6,-14.899999999999999,0.37792642140468224,0.6,0.6428571428571428,0.5402611880872751
2017,Canada,14.7,12.1,3.5,2098.0,1143896678,43.6,5,57.5,2010,13841149803.8,3.603302807187763,Faible,-6.399999999999999,-1.6000000000000014,0.3244147157190635,0.625,0.3571428571428571,0.43551919095397357
2018,Canada,29.8,14.5,1.9,1531.0,298239516,32.3,10,47.9,2010,4324472982.0,2.2275846706312614,Modéré,-9.600000000000001,15.100000000000001,0.8294314381270903,0.22499999999999998,0.7142857142857142,0.5895723841376015
2018,Canada,34.0,1.1,1.6,647.0,670245096,41.8,0,29.7,2010,737269605.6,37.999654548595004,Faible,-18.2,4.199999999999999,0.9698996655518394,0.15000000000000002,0.0,0.3732998885172798
2019,Canada,21.8,1.0,4.9,2524.0,1395185778,5.8,1,51.0,2010,1395185778.0,5.7999420005799935,Faible,21.3,-12.2,0.5618729096989966,0.9750000000000001,0.07142857142857142,0.5361004937091894
2019,Canada,29.5,9.5,4.6,2618.0,968769498,5.5,12,53.4,2010,9203310231.0,0.5789467590034116,Modéré,2.3999999999999986,7.699999999999999,0.8193979933110368,0.8999999999999999,0.8571428571428571,0.858846950151298
2020,Canada,33.3,19.4,4.1,2011.0,117312606,36.2,12,15.7,2020,2275864556.3999996,1.8659784195987532,Modéré,-37.7,3.799999999999997,0.9464882943143812,0.7749999999999999,0.8571428571428571,0.8595437171524128
2021,Canada,25.1,17.0,2.0,1949.0,1268064913,10.7,14,12.2,2020,21557103521.0,0.6294113944638856,Modéré,-3.5,-8.199999999999996,0.6722408026755853,0.25,1.0,0.6407469342251951
2021,Canada,13.3,10.3,1.8,1045.0,347844379,13.6,9,11.7,2020,3582797103.7000003,1.3203870675853713,Faible,-0.5,-11.8,0.27759197324414714,0.2,0.6428571428571428,0.37348303870043
2022,Canada,28.7,5.9,2.0,2726.0,599372628,15.9,8,46.0,2020,3536298505.2000003,2.6949106865920567,Faible,34.3,15.399999999999999,0.7926421404682273,0.25,0.5714285714285714,0.5380235706322662
2023,Canada,10.7,10.9,3.5,725.0,1243293089,37.4,12,27.6,2020,13551894670.1,3.431189512670172,Modéré,-18.4,-18.0,0.1906354515050167,0.625,0.8571428571428571,0.5575927695492913
2023,Canada,28.0,8.3,5.0,1148.0,338334548,6.5,3,54.3,2020,2808176748.4,0.7831315865884498,Faible,26.699999999999996,17.3,0.7692307692307692,1.0,0.21428571428571427,0.6611721611721612
2023,Canada,23.4,4.5,3.8,971.0,1380296219,7.5,5,28.2,2020,6211332985.5,1.6666629629711935,Faible,-26.099999999999998,-4.600000000000001,0.6153846153846153,0.7,0.3571428571428571,0.5575091575091574
2000,China,18.3,3.7,1.8,2090.0,521491291,30.9,13,39.3,2000,1929517776.7,8.351328780192485,Modéré,,,0.4448160535117057,0.2,0.9285714285714285,0.5244624940277114
2000,China,31.0,3.4,3.3,1842.0,1076162478,43.2,5,36.7,2000,3658952425.2,12.705844982808875,Faible,-2.5999999999999943,12.7,0.8695652173913043,0.575,0.3571428571428571,0.6005693581780539
2000,China,28.8,5.2,1.0,1398.0,385683145,29.6,2,49.7,2000,2005552354.0,5.692296745583182,Faible,13.0,-2.1999999999999993,0.7959866220735786,0.0,0.14285714285714285,0.3129479216435738
2000,China,26.7,15.4,2.7,2066.0,784881916,43.0,1,52.4,2000,12087181506.4,2.7922059790870266,Faible,2.6999999999999957,-2.1000000000000014,0.725752508361204,0.42500000000000004,0.07142857142857142,0.40739369326325847
2001,China,27.4,19.0,3.9,2416.0,171927360,42.9,12,19.2,2000,3266619840.0,2.25789354847708,Modéré,-33.2,0.6999999999999993,0.7491638795986622,0.725,0.8571428571428571,0.7771022455805064
2003,China,28.3,12.3,2.6,2764.0,205087750,14.5,4,40.8,2000,2522579325.0,1.178860830194447,Faible,21.599999999999998,0.9000000000000021,0.7792642140468228,0.4,0.2857142857142857,0.48832616658703615
2003,China,7.5,9.7,1.1,1964.0,502277267,16.6,1,36.0,2000,4872089489.9,1.7113384419191324,Faible,-4.799999999999997,-20.8,0.08361204013377926,0.025000000000000022,0.07142857142857142,0.060013537187450235
2003,China,33.2,4.5,4.9,2718.0,1102285590,9.8,12,53.2,2000,4960285155.0,2.17777293828236,Modéré,17.200000000000003,25.700000000000003,0.9431438127090302,0.9750000000000001,0.8571428571428571,0.9250955566172959
2003,China,7.4,5.7,3.5,2350.0,1134255035,44.0,14,42.5,2000,6465253699.5,7.7192847030092935,Modéré,-10.700000000000003,-25.800000000000004,0.0802675585284281,0.625,1.0,0.568422519509476
2003,China,33.7,18.6,1.2,2007.0,757020571,35.3,5,39.0,2000,14080582620.6,1.8978484420169663,Faible,-3.5,26.300000000000004,0.9598662207357861,0.04999999999999999,0.3571428571428571,0.4556696926262143
2004,China,21.3,10.3,3.4,1880.0,825442314,14.5,5,11.2,2000,8502055834.200001,1.4077656235285207,Faible,-27.8,-12.400000000000002,0.5451505016722408,0.6,0.3571428571428571,0.500764452938366
2004,China,33.9,7.4,3.0,1951.0,247496090,40.5,11,26.5,2000,1831471066.0,5.472965577073545,Modéré,15.3,12.599999999999998,0.9665551839464882,0.5,0.7857142857142857,0.7507564898869247
2004,China,29.8,14.6,2.1,2105.0,206788510,42.2,9,45.2,2000,3019112246.0,2.8904089791719323,Faible,18.700000000000003,-4.099999999999998,0.8294314381270903,0.275,0.6428571428571428,0.5824295269947444
2004,China,10.8,13.0,2.4,2852.0,34357473,40.2,6,22.4,2000,446647149.0,3.0923053136112975,Faible,-22.800000000000004,-19.0,0.19397993311036787,0.35,0.42857142857142855,0.3241837872272655
2004,China,9.9,9.2,2.0,1498.0,350813108,47.4,0,51.3,2000,3227480593.6,5.15216831286053,Faible,28.9,-0.9000000000000004,0.16387959866220736,0.25,0.0,0.13795986622073578
2006,China,9.5,8.3,1.1,2865.0,945299929,16.9,3,47.6,2000,7845989410.700001,2.0361421251299694,Faible,-3.6999999999999957,-0.40000000000000036,0.1505016722408027,0.025000000000000022,0.21428571428571427,0.12992912884217234
2006,China,13.5,12.7,3.8,2626.0,1011298802,23.5,10,69.4,2000,12843494785.4,1.850392243785635,Modéré,21.800000000000004,4.0,0.2842809364548495,0.7,0.7142857142857142,0.5661888835801879
2007,China,20.8,1.7,3.4,2251.0,1203797363,30.4,10,16.8,2000,2046455517.1,17.882247751483813,Modéré,-52.60000000000001,7.300000000000001,0.5284280936454849,0.6,0.7142857142857142,0.6142379359770663
2007,China,8.3,10.5,3.7,941.0,124297006,12.1,6,45.2,2000,1305118563.0,1.1523798548763287,Faible,28.400000000000002,-12.5,0.11036789297658867,0.675,0.42857142857142855,0.40464644051600573
2007,China,5.4,13.7,2.9,1857.0,115282073,35.1,12,57.6,2000,1579364400.1,2.562041925516843,Modéré,12.399999999999999,-2.9000000000000004,0.013377926421404673,0.475,0.8571428571428571,0.44850692785475393
2008,China,34.8,19.8,2.8,904.0,1119409767,20.2,9,53.5,2000,22164313386.600002,1.0202015049487347,Faible,-4.100000000000001,29.4,0.9966555183946487,0.44999999999999996,0.6428571428571428,0.6965042204172639
2010,China,11.6,9.7,2.1,2444.0,946279632,31.0,14,60.2,2010,9178912430.4,3.1958729939453674,Modéré,6.700000000000003,-23.199999999999996,0.22073578595317722,0.275,1.0,0.49857859531772575
2010,China,30.9,12.1,2.0,2915.0,3660891,17.0,5,62.1,2010,44296781.1,1.404957516564036,Faible,1.8999999999999986,19.299999999999997,0.8662207357859532,0.25,0.3571428571428571,0.4911211976429368
2010,China,13.3,13.5,3.5,772.0,400506741,36.2,0,65.7,2010,5406841003.5,2.6814794952003744,Faible,3.6000000000000014,-17.599999999999998,0.27759197324414714,0.625,0.0,0.3008639910813824
2011,China,6.6,16.6,2.3,2022.0,189064050,34.3,0,44.8,2010,3138463230.0000005,2.066263815503725,Faible,-20.900000000000006,-6.700000000000001,0.05351170568561872,0.32499999999999996,0.0,0.1261705685618729
2011,China,5.6,3.0,4.8,978.0,883572947,33.3,9,14.9,2010,2650718841.0,11.099963000123331,Faible,-29.9,-1.0,0.02006688963210701,0.95,0.6428571428571428,0.5376413441630833
2011,China,27.1,13.7,3.4,2562.0,1024446336,10.5,3,44.6,2010,14034914803.199999,0.7664227982315343,Faible,29.700000000000003,21.5,0.7391304347826088,0.6,0.21428571428571427,0.5178053830227743
2011,China,22.2,13.9,3.6,678.0,1175564118,33.7,13,32.9,2010,16340341240.2,2.4244586874397935,Modéré,-11.700000000000003,-4.900000000000002,0.5752508361204013,0.65,0.9285714285714285,0.7179407548972766
2011,China,28.4,13.0,1.9,1907.0,276902589,5.4,0,42.0,2010,3599733657.0,0.415384295858234,Faible,9.100000000000001,6.199999999999999,0.7826086956521738,0.22499999999999998,0.0,0.3358695652173913
2012,China,17.2,11.1,2.8,921.0,560862422,39.7,8,67.2,2010,6225572884.2,3.5765733544384197,Faible,25.200000000000003,-11.2,0.40802675585284276,0.44999999999999996,0.5714285714285714,0.4764851090938047
2012,China,30.0,15.8,2.6,1007.0,144123536,47.2,6,37.8,2010,2277151868.8,2.987339881430455,Faible,-29.400000000000006,12.8,0.8361204013377926,0.4,0.42857142857142855,0.5548972766364071
2012,China,12.7,20.0,4.1,2701.0,1014597705,46.0,11,57.3,2010,20291954100.0,2.2999988500005752,Modéré,19.5,-17.3,0.2575250836120401,0.7749999999999999,0.7857142857142857,0.6060797897754419
2013,China,14.4,1.5,4.2,1359.0,709386257,18.6,13,12.9,2010,1064079385.5,12.39991733388444,Modéré,-44.4,1.700000000000001,0.31438127090301005,0.8,0.9285714285714285,0.6809842331581462
2014,China,7.6,10.2,3.2,577.0,316387268,10.1,1,12.0,2010,3227150133.6,0.9901951076518554,Faible,-0.9000000000000004,-6.800000000000001,0.08695652173913043,0.55,0.07142857142857142,0.23612836438923393
2015,China,10.1,18.4,3.4,1087.0,1250306574,22.0,10,65.6,2010,23005640961.6,1.1956515241024326,Modéré,53.599999999999994,2.5,0.1705685618729097,0.6,0.7142857142857142,0.49495142538620795
2015,China,20.4,15.4,1.6,1969.0,227429665,14.2,0,69.9,2010,3502416841.0,0.9220773233264133,Faible,4.300000000000011,10.299999999999999,0.5150501672240801,0.15000000000000002,0.0,0.2216833890746934
2015,China,28.8,11.3,3.0,1085.0,674280911,19.4,14,30.1,2010,7619374294.3,1.716812639988814,Modéré,-39.800000000000004,8.400000000000002,0.7959866220735786,0.5,1.0,0.7653288740245262
2016,China,32.4,4.8,3.2,759.0,1358197397,31.8,9,41.1,2010,6519347505.599999,6.624986197945422,Faible,11.0,3.599999999999998,0.9163879598662207,0.55,0.6428571428571428,0.7030817009077879
2016,China,16.9,10.0,1.5,2669.0,776918225,41.8,3,24.3,2010,7769182250.0,4.17999582000418,Faible,-16.8,-15.5,0.39799331103678925,0.125,0.21428571428571427,0.24575967510750119
2016,China,10.1,2.8,3.5,2595.0,733130914,39.8,12,17.7,2010,2052766559.1999998,14.214234949160895,Modéré,-6.600000000000001,-6.799999999999999,0.1705685618729097,0.625,0.8571428571428571,0.5509038063385889
2016,China,19.9,1.1,1.9,1034.0,438565972,30.2,9,56.7,2010,482422569.20000005,27.45429587003754,Faible,39.0,9.799999999999999,0.4983277591973243,0.22499999999999998,0.6428571428571428,0.45539496735148904
